videoId,commentId,author,text,likes,publishedAt
i2KTUrkbRRs,Ugwidfqs3EJsvQg-My14AaABAg,@thoaitanvuong7296,❤❤❤❤,0,1774195744.724568
i2KTUrkbRRs,Ugxzq4RkjenuEBGt0Tl4AaABAg,@AnhTrần-k7r1o,Suy tư tư duy duy nguyện phát tâm nguyện lớn suy đón 🇻🇳🌐,0,1758557344.725739
i2KTUrkbRRs,Ugwde_V4CGm4IaaIQD14AaABAg,@QUYNHPHAMNHU-iy4jc,Thấy trời mưa . Trời đỏ rực sét đánh ầm ầm không,1,1713802144.726679
i2KTUrkbRRs,UgxPx4dYnG7VFrIP27d4AaABAg,@cuongdoan7510,Amen,1,1713802144.727972
i2KTUrkbRRs,UgwjcnwHfI6NyDXZyK54AaABAg,@maxtixer2337,❤❤,0,1713802144.729184
i2KTUrkbRRs,UgxCSnwAsnZoci-yTAB4AaABAg,@thephamphu603,Ad cho ra clip Ngài Quan Bình Con nuôi của Quan Công .Vì Quan Bình là Quan Thầy của mình .Mình là người căn mạng .Cảm ơn ad,3,1713802144.730189
i2KTUrkbRRs,UgxrgRg2AKxiCzHfRiJ4AaABAg,@BeatRemix1501,"Đánh Được Người Mặt Đỏ Như Quan Công
Người Mất Mặt Vàng Như Nghệ",0,1758557344.731341
i2KTUrkbRRs,Ugz5LEyhqtfI2qM87T94AaABAg,@HauLêtrung-w9t,Lê trung hau 36 tuoi ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1,1745338144.732839
i2KTUrkbRRs,UgwjsoqHSB0cOA3Td754AaABAg,@hientran-us5bd,Nam mô a di đà phật,5,1713802144.734272
i2KTUrkbRRs,UgyFdVTHCx68QRbDdaZ4AaABAg,@Kunzing1Kunzing1,Tiến sẽ xăm quan công,0,1753200544.735917
i2KTUrkbRRs,UgzcOIzjwzPTNC34ysZ4AaABAg,@LenNguyenvanlen-po2zo,Chac an quan du lam roi,1,1713802144.738941
i2KTUrkbRRs,Ugw4u-Z460CNJ2ROKzR4AaABAg,@QUYNHPHAMNHU-iy4jc,Đó là Quan công hiển linh,0,1713802144.741071
i2KTUrkbRRs,UgwYPoMuWAs48gbxGBR4AaABAg,@VietLamHo-fk6fd,Ba cái phim tàu có hay ho gì đem ra bình luận hoài.,1,1713802144.74207
i2KTUrkbRRs,Ugy9bS3fLZnfUraJdg14AaABAg,@vanlennguyen5443,Kiem chuyen,1,1713802144.743032
i2KTUrkbRRs,UgzapizAxYcnYbS0QL54AaABAg,@nhaepattot8284,Mình k thích Quan Vũ lắm!,4,1713802144.74433
i2KTUrkbRRs,Ugz-7Uii957GRuTizNN4AaABAg,@derrickma1989,Người việt khong thờ các bac tương Việt Nam di thờ ong này 😮,0,1755878944.745927
i2KTUrkbRRs,Ugz7Dv2iJtle_QYfI254AaABAg,@BáchNgọc-x3e,Mình thấy nge hơi vô lý người Việt Nam mình không thờ những anh hùng của dân tộc mình mà lại thờ một người của nước khác,0,1769098144.747217
i2KTUrkbRRs,Ugw5gYY4O9JIF6f0Avt4AaABAg,@TuanNguyenngoc-c4t,Sử án đâu lạ à tợi ưa 👹,0,1713802145.063046
i2KTUrkbRRs,UgxxHsOM2lq74vVygAF4AaABAg,@DuyLê-d5p,Ông là người tốt ít ai bằng  ông còn về Việt Nam mình cho phù nữa kìa ông là người tốt dùng có khinh thường ông là người thương con cháu  ông lớn lắm đấy không đùa được đâu,16,1713802145.064192
i2KTUrkbRRs,Ugy1Sf7cV8DJoTGEURd4AaABAg,@user-sb2lv,😂 định xăm hình quan công sau lưng  mới xăm hình cá chép đỏ đồng tiền,1,1745338145.065175
i2KTUrkbRRs,UgxUaKIDyY7fJueGly54AaABAg,@buinham6459,nói thật mình nghĩ ông mang dòng máu lạc hồng chứ bọn trung quốc nó toàn xâm chiếm làm gì người thuwthuowng dân,0,1750608545.0677
i2KTUrkbRRs,UgzF4k9bwYwrfDvCht94AaABAg,@NangNang-lo7nk,Có vài điều thất mắt nhỉ như triệu vân lữ bố da cát lượng vâng vâng tại sao ko đc thờ nhỉ,3,1713802145.069274
i2KTUrkbRRs,UgxH-zdccwEA8LAh44F4AaABAg,@anhthosell,"Tại sao không thờ Trần Hưng Đạo, Quang Trung giỏi hơn Quan công nhiều.Tại sao ko thờ đi thờ tướng tàu đô hộ VN.",2,1713802145.070224
i2KTUrkbRRs,UgynZyti9FMSPIlk-rt4AaABAg,@VanNguyen-eo6ue,méo tin 😂😂😂,5,1713802145.071269
HLTBDQ6h83Y,UgyE3CNlWfI4fBk0tHl4AaABAg,@KhanhTran-kw7lj,"theo chính sử thì Quan Vũ đâu có trảm, Tôn Kiên",6,1713802148.081413
HLTBDQ6h83Y,UgwT2ATtwjT_xTBQJcx4AaABAg,@tuanvu4322,Còn rất nhiều,0,1713802148.082879
HLTBDQ6h83Y,UgyTXnNDpjf7ePQbu514AaABAg,@truongtran-gh6lb,Ta.,0,1713802148.084339
HLTBDQ6h83Y,Ugy6NDnZ8CdqORudtkJ4AaABAg,@hungao7105,trưong phi,0,1713802148.085626
HLTBDQ6h83Y,Ugws5p1x1kfwUQgbOpR4AaABAg,@angkhoanguyenthai9124,Còn Liêu Nguyên Hoả (Triệu Hoả),0,1713802148.088171
HLTBDQ6h83Y,UgzL--9gSbrpnCN0tgp4AaABAg,@Hoanmr-xm4ck,Triệu  vân đủ gánh,1,1713802148.090468
HLTBDQ6h83Y,UgwOrkLZeuK6wJfzwHt4AaABAg,@mongthyhang7134,Thì anh tàu a man chứ ai kkk,1,1713802148.092069
HLTBDQ6h83Y,UgxO8yhnOtHYr-a8-eF4AaABAg,@ngocthuongo6335,truẩn,1,1713802148.093245
HLTBDQ6h83Y,UgyEPgC_Tph6ggWX0zl4AaABAg,@huyngo3811,Thì tôn kiên chém,0,1713802148.094949
HLTBDQ6h83Y,Ugwg4NeLa0ZeXuzQOKt4AaABAg,@blacksea2344,Điển vi đòi ra mà a tào ko cho :),0,1713802148.097363
HLTBDQ6h83Y,UgyM-pJp5IQcIm4_pAV4AaABAg,@phucduynguyen4581,Nhất lữ nhì triệu tam điển vy tứ quang ngũ mã lục trương phi. Trừ lữ bố cùng phe ra còn lại đểu đánh đc. Hơn nữa còn ko ít người mà lúc đó hội minh nhưng chẳng ai muốn ra sức thật sự đều để dành tấm bài cuối cho mình chứ toàn lực thì ko ít người hạ đc hoa hùng,4,1713802148.098872
HLTBDQ6h83Y,UgzQ9f7M2gRUCzm5WB94AaABAg,@SonNguyen-zc2sy,Ông làm video kiểu mía gì đấy!?,0,1713802148.100104
HLTBDQ6h83Y,Ugwm8PYSNjuxXPACzn54AaABAg,@haiduong-bd4iq,Trong tam quốc thục nguỵ ngô có tất nhiều tướng giỏi,1,1713802148.101351
HLTBDQ6h83Y,Ugw6cKULj6wQYzkH-0d4AaABAg,@ThịthanhDanh-l8v,Cho,0,1758557348.103204
HLTBDQ6h83Y,Ugw7iDUSgmuOBC4QBUJ4AaABAg,@hoaroihuuynuocchayvotinh8112,"Lúc đó tào tháo chưa có điển vi,hứa chử,từ hoảng... chỉ có ae tào hồng tào nhân và ae hạ hầu thôi. Công tôn toản cũng chưa có triệu tử long luôn... nhưng để chém dc hoa hùng thì k thiếu. Các mãnh tướng của viên thiệu và các lộ chư hầu khác k thiếu,chỉ là muốn giữ lực lượng thôi. Với lại tam quốc nó điêu bỏ mẹ. Trong chính sử hoa hùng bị tôn kiên chém mà.",5,1713802148.104512
HLTBDQ6h83Y,UgwppYMYZejL0_ymBll4AaABAg,@anhlannala8992,Truong Phi,0,1713802148.105771
HLTBDQ6h83Y,UgzQXcWG2L9MsCXpiNp4AaABAg,@tinhphan2497,"Trong Tam Quốc Chí thì có 2 loại tướng được ca ngợi với những mỹ từ: 1 là tướng nhà Thục Hán, 2 là những tướng chuẩn bị tướng Thục Hán chém đầu",3,1713802148.106997
HLTBDQ6h83Y,UgyrqpnCj32bDqiTDFJ4AaABAg,@NguyenNguyen-rk1qx,Lúc đó Hứa Chử chưa xuất hiện hả Ad ?,2,1713802148.108212
HLTBDQ6h83Y,Ugwyx7shZaWXgbWCHdN4AaABAg,@angkhoanguyenthai9124,"Cao Lảm, Truong Cáp,Điển Vi , Kỷ Linh, ae Ha Hầu,",1,1713802148.10943
HLTBDQ6h83Y,UgzFWvwNybF8eh3CElx4AaABAg,@NguyễnVănBinh1986-z4x,Trong sử sách có ghi quan vũ với hoa hùng đánh 300 hiệp bất phân thắng bại.,0,1713802148.110792
HLTBDQ6h83Y,UgxM0t4KpHbxPW7cepR4AaABAg,@huyenduongvan8872,Mã siêu chứ k phải. Lã bố đánh tào tháo cắt râu nhé,2,1713802149.895411
HLTBDQ6h83Y,UgzpdCMj8OTBtGZ_bdl4AaABAg,@NguyễnVănBinh1986-z4x,Còn chương phi,0,1713802149.898531
HLTBDQ6h83Y,Ugz_7oKEAN0MjbW_cVt4AaABAg,@ngocvuongdo6958,Tại ông la quán trung viết bậy thôi chứ mãnh hổ giang đông tôn kiên mới là người giết hoa hùng,2,1713802149.901174
HLTBDQ6h83Y,UgyoBoAE3eBYxd06Zox4AaABAg,@maply694,Ủa...Tôi nhớ tình tiết Quan Vũ trảm Hoa Hùng là tình tiết hư cấu mà...!Hình Như Tôn Kiên mới là người trảm Hoa Hùng mà ta,4,1713802149.903464
HLTBDQ6h83Y,UgwhVu42pGCC8mjGY4J4AaABAg,@anhkhoasungoc7399,Tôn kiên đánh cho lữ bố sấp mặt chứ hoa hùng là cái gì đâu,1,1713802149.905282
HLTBDQ6h83Y,UgxiMJgaF1bpkDVs-uR4AaABAg,@Dươngthanhdư7215,Hạ hầu đôn mất một pha còn đánh ngang với quan vũ😂😂😂😂. Khả năng có điển vi hạ hoa hùng,4,1713802149.906817
HLTBDQ6h83Y,UgzAXCS2yD291bouyNp4AaABAg,@Leduyanime,"Vẫn còn tào hồng, hoa hùng tuyệt đối ko trụ qua 20 hiệp, tào hồng 1 vs 1 mã siêu đánh 40 hiệp đến đao pháp rối loạn mà mã siêu vẫn chưa thể giết được ngay",3,1713802149.908106
HLTBDQ6h83Y,UgwKK1-zi3qsW6LCzUh4AaABAg,@bluesky3175,Hứa Chu đâu cha?,2,1713802149.909316
HLTBDQ6h83Y,UgxAzy6xHUD11VETym14AaABAg,@zd38,Tưởng Tào Tháo đánh với Mã Siêu mới cắt râu vứt áo chứ nhỉ,7,1713802149.910526
HLTBDQ6h83Y,UgyCACnU3jGUhh9IgOh4AaABAg,@nguyenngoctran5697,Nhan Lương với Văn Xú chắc cân kèo. Còn Quan Vũ bị buff lố quá rồi.,1,1713802149.911719
HLTBDQ6h83Y,UgwrZh97YhPQO8z6S254AaABAg,@benbuichuoi,Nếu Hoa Hùng đánh với Ngụy Diên thì sao nhỉ ? Hay Ngụy Diên với Nhan Lương Văn Sú . Hay so Hoa Hùng với Nhan Lương Văn Sú thì sao nhỉ ?,1,1713802149.913547
HLTBDQ6h83Y,UgyLwyPn5zwDLIrcLL94AaABAg,@anhkhoasungoc7399,Tui nghĩ là triệu Vân hoặc tôn kiên,0,1713802149.91451
HLTBDQ6h83Y,UgxYWH1BPIpOW5KGENJ4AaABAg,@vuphan8165,Hmmm.nếu không phải vì mấy chén rượu độc.thì Quan Vũ làm sao có cửa đánh nhau được😂😂,2,1713802149.915506
HLTBDQ6h83Y,UgxH5qLwxcNgnO0Y31x4AaABAg,@kientran-up9zs,Trương phi chả ngán bố con thằng nào,0,1713802149.916711
HLTBDQ6h83Y,UgyBkeeRx8Lv8xEXLkt4AaABAg,@quynhmang8367,Nói lộn xộn tào lao,1,1713802149.917926
HLTBDQ6h83Y,UgxpmMGln8CmwsvgxzB4AaABAg,@lamthanh5547,Quan vũ chỉ đánh ngang hoa hùng thôi,0,1713802149.919738
HLTBDQ6h83Y,UgykLTK1dPMobZEtDJ54AaABAg,@phamxuanlong9576,"Hứa Chử thì sao admin, hổ dại cũng ko phải tay vừa mà 😂",1,1713802149.922167
HLTBDQ6h83Y,Ugx1gHaKKKSO6b1noyl4AaABAg,@HaiNguyen-vt6ki,Bình luận linh tinh.. biết thì hãy nói.,0,1713802149.924851
HLTBDQ6h83Y,UgyTpU3jpIOSbI5UEtp4AaABAg,@linh685anh5,"Viên Thiệu khi ấy Nhan Lương , Văn Xú chưa đến hội quân . Hoa Hùng chắc vẫn dưới tầm 1 chút so với 2 danh tướng của Viên công lộ ...",1,1713802149.927248
HLTBDQ6h83Y,UgzxOxuRE3mjhtiqs9t4AaABAg,@dungang3508,Trương liêu đến muộn thì hạ hầu đôn oẳng là cái chắc.còn cân kèo hoa hùng .hạ hầu đôn thì hoa hùng thua chắc,0,1713802149.929693
HLTBDQ6h83Y,Ugzx_OblDlznjG1bilV4AaABAg,@nguyennhatanh727,"Đánh cho Tào Tháo cắt râu,vứt áo ko phải Lữ Bố mà là Mã Siêu Ad ơi!",0,1713802154.530706
HLTBDQ6h83Y,Ugxg33ENMOn-Y7yVJXx4AaABAg,@LuanTran99999,"Trong game tam quốc chess Tào Nhân thắng Triệu Vân , cho dù là Triệu Vân nâng max kĩ năng . Vì tào nhân mang trng người hệ phòng hộ còn Triệu Vân mang trong người hệ Thích khách .",1,1713802154.531911
HLTBDQ6h83Y,UgyMP1rnRaAoZQtpq5F4AaABAg,@AIluday68,Trong tam quốc có một nhân vật bí ẩn từng đánh thắng cả Lữ Bố. Người đó là ai?,0,1713802154.533406
HLTBDQ6h83Y,Ugwln0vWfHkfp4wEQ4N4AaABAg,@coaisohoc7958,Hạ hậu đôn đánh với Tử long trận nào thua trận đó...có gì mà mạnh ngang với Lữ Bố...,1,1713802154.534672
N61GWzkjyuQ,UgzhBdllredjZzAn95h4AaABAg,@BLVHảiThanhHistory,"Anh em nhớ LIKE & SUBSCRIBE để theo dõi những video hay nhất về Lịch sử và Con người nhé: bit.ly/BLVHaiThanhHistory
Cám ơn mọi người rất nhiều <3",3,1650643757.522255
N61GWzkjyuQ,UgxYjKfh3R3mgf7jbMR4AaABAg,@ammekhampha594,"5 yếu tố được gọi là ngũ thường 
Nhân , trí , lễ , nghĩa, Trung",4,1650643757.523844
N61GWzkjyuQ,Ugy0xVJyGO4Z8p1Q8V54AaABAg,@thichtran9666,Anh làm câu chuyện về trạng nguyên trẻ nhất cũng như già nhất VN đi ạ!,5,1650643757.5252
N61GWzkjyuQ,UgzrO1x9oVMKtMnhqsF4AaABAg,@leonidas5768,Hay lắm bạn.! Đúng là tàu.vẽ lại đc cả lịch sử😂😂😂,3,1650643757.526445
N61GWzkjyuQ,UgyNk1Q0-vQLSKlUV3R4AaABAg,@cuongpheo,quan công võ thánh,4,1713802157.527715
N61GWzkjyuQ,UgwbWv3taSEG8dCvuDV4AaABAg,@red4759,Quan Vũ ngầu quá,3,1682179757.529309
N61GWzkjyuQ,UgwGExSvqasNaR_rvL94AaABAg,@nhomanh6182,Làm về vua Mạc Đăng Dung đi anh,2,1650643757.531077
N61GWzkjyuQ,Ugzp2keYgAe51KsfU_l4AaABAg,@manhhungvu2202,"Chú lm tóm tắt bộ tứ tiểu thuyết trung quốc ik ạ
Tứ đại phát minh
Tứ đại người đẹp trung quốc",2,1650643757.532331
N61GWzkjyuQ,UgzY_fT_vTPmXNrf3OJ4AaABAg,@toan915,anh làm về các vi vua ở việt nam đi,3,1650643757.53364
N61GWzkjyuQ,Ugzh8t8QDvNltcs6pgt4AaABAg,@quochoivo138,Dạ nhân nghĩa cả nhà mình ơi ạ... ❤❤❤😂😂😂,0,1753200557.535199
N61GWzkjyuQ,UgxycY6OYIRphXmbN8V4AaABAg,@nguyenchithanh9077,Anh làm về Đại tướng Võ Nguyên Giáp được không anh. Đại tướng của đại tướng.,4,1650643757.5365
N61GWzkjyuQ,Ugz__5mha1kp9N7izuB4AaABAg,@OngtuongdactatutadacKhongaomac,Ông được vai hàn tính là vai ăn nhất Ny ha,0,1761149357.538063
N61GWzkjyuQ,Ugy4CkXHGMj03GlTZHZ4AaABAg,@taytay_dreamer,Anh ơi làm thêm về lịch sử châu Âu đi ạ,1,1650643757.539501
N61GWzkjyuQ,UgxkG9aZMTsj25kSXYt4AaABAg,@tinhnghiatv5750,Tuyệt vời giọng của a,0,1650643757.542231
N61GWzkjyuQ,Ugy68OuitZfenm9HoXF4AaABAg,@ttt.vietnam,Anh Mất Kinh Châu nhưng Anh Vẫn Phải Vuốt Râu @@ ( Quan Vân Trường Nói ),1,1682179757.545577
N61GWzkjyuQ,UgxB_RRokktD-tgLyLZ4AaABAg,@ducanhhoang5267,"làm về thánh bốc phét la quán trung đi 
7 - 8 phần hư cấu
ko dc nổi 3 phần thật",3,1650643757.547285
N61GWzkjyuQ,UgwA5t0CMc2x_iG3sVl4AaABAg,@1tienpham158,câu cuối hay,0,1650643757.549092
N61GWzkjyuQ,Ugwqk5CaYrX1Iyh362V4AaABAg,@toiinhthexuan1586,Bổ ích,0,1650643757.550584
N61GWzkjyuQ,Ugy_hqyLWc47L1fMkcF4AaABAg,@bovideosbe552,Ý kiến riêng của mình. Quan Vũ chết do cả 3 phê hợp tác tiêu diệt. 1 Đội quân của quan Vũ đủ mạnh để suýt tí nữa ép Tào tháo phải dời đô. 2 quan Vũ trấn ở Kinh Châu theo tqc thì đó là nơi Trọng yếu Dân đông lương nhiều. Đủ để xây dựng thành thế lực thứ 4. 3 quan Vũ đưa quân sâu vào đất địch nhưng GCL ko cho 1 đội quân nào tiếp viện ( thấy hơi lạ).,3,1682179757.552178
N61GWzkjyuQ,UgyX6qLHhahvp6HWlNt4AaABAg,@trongpham8740,Ad làm về Thượng tướng quân Phạm Ngũ Lão đi ạ ❤,11,1650643757.555738
N61GWzkjyuQ,Ugzst8sstkB4GUmS-PF4AaABAg,@danle126,Ok wa hay🌹❤👍,0,1650643757.901363
N61GWzkjyuQ,UgwkRbOOc3x9inHswqN4AaABAg,@angphan8736,Anh làm về tổng kho Long Bình ở đồng nai đi anh,0,1650643757.903048
N61GWzkjyuQ,UgzEgfIJKbvE7hQjGXB4AaABAg,@aytuihoang3232,Ad có thể làm về những tướng tài hoặc vua giỏi thời xưa đc ko ạ?,1,1650643757.904175
N61GWzkjyuQ,UgwRh6N7ki88UVD-bOx4AaABAg,@dungdung9187,Anh làm luôn về những tướng còn lại trong ngũ hổ tướng đi ạ. 🥳🥳🥳,0,1650643757.905587
N61GWzkjyuQ,UgydPExKrPGCd6V3sEp4AaABAg,@thusonaplucai60,Làm về Quan Vũ rồi thì anh làm về Lã Bố luôn đc ko ạ,2,1650643757.906852
N61GWzkjyuQ,UgyHeufu7kOFkw1F6O94AaABAg,@HhHuuuuu755,😍😍😍😍😍😍😍😘,1,1650643757.90785
N61GWzkjyuQ,UgylJdIcHytjOoM3gqp4AaABAg,@congbinhpham4237,"Hải Thanh có thể làm về đề tài của các nhân vật như..... Lão Tử - Trang Tử - Mạnh Tử - Khổng Tử - Hàn Trang Tử hoặc Khuất Nguyên. 
Xin cảm ơn trước.",2,1650643757.908842
N61GWzkjyuQ,UgwLH_-2Tc0cdyN0uMZ4AaABAg,@ghetxahoi,Quan Nhị Ca,1,1650643757.909807
N61GWzkjyuQ,Ugx6vYKzVc5_KsDnmbl4AaABAg,@dungnguyenvan9131,T tên Vân Trường :)),0,1775664557.910928
N61GWzkjyuQ,Ugz-H76S1a1B-VhIaG54AaABAg,@ThanhLe-rj6ue,"Hải Thanh là một nhà bình luận hay, giọng nói rõ ràng, kiến thức sâu rộng. tôi đã coi đi coi lại nhiều lần những videos của cậu . cám ỏn cậu Hải Thanh .tôi đang ở nước ngoài và năm nay đã 82 tuổi",3,1650643757.91235
N61GWzkjyuQ,UgxEgzDGBxqcrylZQI14AaABAg,@TuanLehuu-vs3iq,Ca vâ giang  điều thò là sau,0,1774195757.913962
N61GWzkjyuQ,UgxdAHZsmNOFWoPdW2R4AaABAg,@hoangphi3168,Hưng đạp vương đâu a,0,1650643757.914974
N61GWzkjyuQ,UgyR6OE1JlW_opGev194AaABAg,@phannhatduyfootball3242,Người theo đạo vẫn hay gọi ông là Quan Thánh Đế Quân,1,1650643757.915944
N61GWzkjyuQ,UgyAo4k0gSArV25Vwzp4AaABAg,@cuongly1489,quan nhị ca,1,1650643757.917263
N61GWzkjyuQ,Ugw_ATwbHdWuVQYjYoN4AaABAg,@manhtungofficial6246,"Tầu làm tượng rẻ thế , chứ Việt Nam tượng này thì cứ nghì tỷ",1,1650643757.918382
N61GWzkjyuQ,UgxYPVsFOo_l2kF6-Dx4AaABAg,@motkhongmotnamkhongnam,Người miền nam cũng là gốc người Trung Quốc mà,1,1682179757.919375
N61GWzkjyuQ,UgxGshJhOQMxrBiplIB4AaABAg,@NamBui-qc6lc,Bai trận bị chém .,1,1650643757.920676
N61GWzkjyuQ,UgynkJlS94sCKoZ0uGh4AaABAg,@jaykhuynh195,Nói chung quan vũ là kẻ tầm thường,0,1682179757.921951
N61GWzkjyuQ,UgyIQ1peKgyid519kdF4AaABAg,@xuanthuvo5115,Quan vu ko bằng hưng đạo vương của vn đuoc,1,1682179757.923271
N61GWzkjyuQ,UgwlHxm4QUSmpuR5IeF4AaABAg,@anhquoc5889,Quan Vũ là thánh gáy giỏi nhất. Đụng đâu thì hư đấy. Mà gáy thì không ai sánh bằng.,10,1650643757.924572
N61GWzkjyuQ,UgxNGA8o6-HTtMTLvWl4AaABAg,@toanvuinh3077,Nếu nói về chính sử thì ko có ghi chép về việc kết nghĩa của 3 người...,0,1650643758.833249
N61GWzkjyuQ,UgzN1P5edU0aAcuamM94AaABAg,@HuyNguyen-in7xk,?? quan vũ solo lý thông đc thạch xanh trợ sức cướp công trạng,0,1650643758.835618
N61GWzkjyuQ,UgzDDV4nYaZVJbkiaCd4AaABAg,@jaykhuynh195,Nói chung là do tác phẩm của la quán trung mà ai cũng thờ ông,0,1682179758.83749
N61GWzkjyuQ,Ugx-G56HyDHS_aQ-pcx4AaABAg,@minhhoang-yl8tz,"Miệng chưa hết hơi sữa mà nói xấu ngài cẩn thận đấy , không đùa được đâu đồng chí kém hiểu biết nói phét .",3,1650643758.839088
N61GWzkjyuQ,UgxyqsK3JZ4r83cKMwl4AaABAg,@thanhdoht3010,Xin lỗi mình nói hơi bậy. Cho hỏi thằng này là ai mà một đám người ở Việt Nam thờ như thờ bố vậy.,9,1650643758.840971
N61GWzkjyuQ,UgxL-JPHeXM-lY5XVmJ4AaABAg,@hangbuithithuy-lk3jo,nói dóc thì ai nói kg đc nhưng lịch sử là kg phét đâu a ơi...,0,1713802158.842309
N61GWzkjyuQ,Ugw70KXdUfb75m6Smb14AaABAg,@NamBui-qc6lc,Tôi ko tho Quan Vũ.Vi tôi Là người Việt.,5,1650643758.84372
N61GWzkjyuQ,UgzeqddQVnu7h5GBIGV4AaABAg,@vinhcon4680,Đi tôn vinh 1 người kiêu ngạo coi thường mọi người quá choiis,0,1713802158.845544
N61GWzkjyuQ,UgwIdNftVLYmC7gxptR4AaABAg,@typhone5572,"Trước a làm Trương Phi rồi Quan Vũ, tiếp theo làm về vị thần giả nhân giả nghĩa Lưu Bị luôn ạ.",3,1650643758.847297
N61GWzkjyuQ,UgyX6zwnaaxY9MgTzRN4AaABAg,@chuongngovan6375,Ad cho hỏi.cái chết của quan vũ co liên quan vì tới lưu bị k.co bị lưu bị hãm hại k.tải sao luc đó co khả năng cứu dc mà k cứu,0,1713802158.848697
N61GWzkjyuQ,UgxkdR9U4qhcAhL4s6h4AaABAg,@tientranvan2614,Bạn nói có cơ sở gì không Nên nói cho đúng lịch sử  thì hy hơn,0,1682179758.850057
N61GWzkjyuQ,Ugzx8HCQJPUbtAhefcd4AaABAg,@lamlamngoc349,"Quan Vu nghia khí thế nào không rõ, chỉ thấy kiêu ngạo quá nên phải chết thảm..còn về cầm quân thì la bại tướng của nhiều  tướng thường thường bậc trung như Lữ Mông, Trường Liêu, Từ Hoang..xếp hạng như bóng đá Ý thì Vũ đứng ở sari C ! Kém",0,1682179758.851779
N61GWzkjyuQ,Ugzr996W9z6mBJCBkQp4AaABAg,@moccutchoi,công nhận phim tam quốc 2010 diễn viên đóng vai quan vũ oai phong thật. xem vung đao sướng con mắt,3,1650643758.853052
N61GWzkjyuQ,UgxJvWdHF-MFFZjrbhN4AaABAg,@HaoTran-kp9ed,Độ td tinh thần của văn học trung quốc nhận số 2 không ai là số 1,1,1650643758.854224
N61GWzkjyuQ,UgyHlLBiyfcMhZkplph4AaABAg,@xuanthieuok2099,Người việt cũng thờ luôn mới ghê kkk,1,1650643758.856176
N61GWzkjyuQ,UgwIhkZs_XeHiALG2Vx4AaABAg,@HoatLe-tb9dw,Nói linh tinh.ko ai thờ người ko có khí tiết.mặc dù tôi rất ghét lãnh đạo tầu nhưng biểu tượng là bất hủ.bạn ko nên nói vậy,2,1713802158.857834
N61GWzkjyuQ,UgzgxITZ_EmdCdHNtzp4AaABAg,@hoangkhanho9333,Với t thì éo có là thánh cc gì :))),1,1650643758.859085
N61GWzkjyuQ,UgxUcjLpp1UpCtWEl-x4AaABAg,@kimthien6022,Mày  lấy tin này  ở  tolet nào vậy..?,0,1713802158.860296
N61GWzkjyuQ,UgwD43jSAAwRjVVTfY14AaABAg,@THECLOUDMAKER91,"Vua bắt thờ gì ng ta thờ ng đó.
Thời Tống mọi ng định tôn Tôn Vũ (tác giả binh pháp tôn tử) nhưng Tống thái tổ gạt đi, bảo là thờ làm gì kẻ võ biền lắm mưu mẹo😂. Thời Thanh dân yêu quý Nhạc Phi lắm nhưng Nhạc Phi chống Thanh tới hơi thở cuối cùng đời nào nhà Thanh cho thờ😂",0,1713802158.861589
N61GWzkjyuQ,UgxD48gtA713dbkXUdp4AaABAg,@SonNguyen-dn4qs,"Ông này hết sức bình thường, ko có gì quá đặc biệt, mình chưa bao giờ đánh giá cao ông này cả về dũng và về trí. Mình đánh giá Triệu Tử Long cao hơn ông này nhiều bậc.",0,1682179758.863056
N61GWzkjyuQ,UgweCG_YocH19uENInh4AaABAg,@NguyenPham-xl1wx,Những gì lịch sử ghi chép chưa chắc đúng,0,1682179760.700556
N61GWzkjyuQ,Ugzops-JuhkY1ROZayR4AaABAg,@tranhuan430,Võ thánh trong game và phim chứ có làm dc. Gì đâu t chơi game tam quốc hay cầm đầu nó thả ra chọi như chọi gà à :)),0,1682179760.702301
N61GWzkjyuQ,UgzKgifFwblmK45QHYN4AaABAg,@thanhdanh6268,Nhưng tao không thờ qv,0,1650643760.703524
N61GWzkjyuQ,UgziuunegUdo3DVgZTl4AaABAg,@maico2106,"tự thờ chứ làm gì lên thánh, TQ PR hay cho lịch sử mình thôi.",0,1682179760.704599
N61GWzkjyuQ,UgwYOnlOBHOhmqEmPoV4AaABAg,@jaykhuynh195,"Quan Vũ tầm thường, chỉ để cho mấy thằng giang hồ xăm mình để thể hiện tao là giang hồ",0,1682179760.705686
N61GWzkjyuQ,UgxdiqW_OZfjXFiGrgF4AaABAg,@minhhtri7446,Quan Vũ là bằng chứng sống của nghệ thuật PR thời xưa 😅,2,1682179760.707028
N61GWzkjyuQ,Ugz4Ni1qN2wSdahQWux4AaABAg,@jaykhuynh195,Không như Việt Nam . Không có tác phẩm nào nói về đề tài lịch sử,0,1682179760.708295
N61GWzkjyuQ,UgxeZzypqBkq554S1k14AaABAg,@GiangTrần-r1o,.... Thằng này .. tuổi gì .. với lý thường Kiệt ...,0,1745338160.709779
N61GWzkjyuQ,Ugy_WZgraueLsqQqItR4AaABAg,@haulam2659,Ông nội mầy cũng thờ quan công kìa,0,1682179760.710732
N61GWzkjyuQ,UgwUz3stzZHgB0suaxV4AaABAg,@rtrt4613,Sạo mày  ko làm  clip  tuong  Pham  Nghu  Lão  ....,0,1682179760.712002
